"","Year","ZIP.code","age","Number.of.Visits","Age.adjusted.rate","County.Fips.code","County"
"1",2016,96003,"child",50,57.5,6089,"shasta"
"2",2016,95993,"child",26,30.2,6101,"sutter"
"3",2016,95991,"child",64,54.3,6101,"sutter"
"4",2016,95966,"child",46,70.2,6007,"butte"
"5",2016,95963,"child",29,67.3,6021,"glenn"
"6",2016,95961,"child",38,42.1,6115,"yuba"
"7",2016,95945,"child",23,52.5,6057,"nevada"
"8",2016,95926,"child",27,41.5,6007,"butte"
"9",2016,95842,"child",106,117.1,6067,"sacramento"
"10",2016,95838,"child",156,129.2,6067,"sacramento"
"11",2016,95832,"child",59,151.2,6067,"sacramento"
"12",2016,95823,"child",304,133.3,6067,"sacramento"
"13",2016,95821,"child",109,153.6,6067,"sacramento"
"14",2016,95820,"child",93,96.3,6067,"sacramento"
"15",2016,95815,"child",91,134.6,6067,"sacramento"
"16",2016,95762,"child",25,24.4,6017,"el dorado"
"17",2016,95758,"child",78,49.9,6067,"sacramento"
"18",2016,95695,"child",54,57.7,6113,"yolo"
"19",2016,95691,"child",82,84,6113,"yolo"
"20",2016,95688,"child",75,87.5,6095,"solano"
"21",2016,95678,"child",33,31.1,6061,"placer"
"22",2016,95632,"child",29,35.9,6067,"sacramento"
"23",2016,95628,"child",42,57.2,6067,"sacramento"
"24",2016,95621,"child",71,78,6067,"sacramento"
"25",2016,95620,"child",48,85.6,6095,"solano"
"26",2016,95540,"child",28,86.4,6023,"humboldt"
"27",2016,95501,"child",34,71.9,6023,"humboldt"
"28",2016,95492,"child",33,45.5,6097,"sonoma"
"29",2016,95472,"child",19,42.3,6097,"sonoma"
"30",2016,95422,"child",30,69,6033,"lake"
"31",2016,95407,"child",77,69.1,6097,"sonoma"
"32",2016,95403,"child",73,67.4,6097,"sonoma"
"33",2016,95401,"child",68,79,6097,"sonoma"
"34",2016,95380,"child",108,90,6099,"stanislaus"
"35",2016,95368,"child",16,40.2,6099,"stanislaus"
"36",2016,95360,"child",21,57.7,6099,"stanislaus"
"37",2016,95341,"child",183,152.2,6047,"merced"
"38",2016,95340,"child",167,177.7,6047,"merced"
"39",2016,95334,"child",45,95.4,6047,"merced"
"40",2016,95330,"child",53,84.6,6077,"san joaquin"
"41",2016,95326,"child",15,51.6,6099,"stanislaus"
"42",2016,95324,"child",14,75.2,6047,"merced"
"43",2016,95320,"child",12,38.5,6077,"san joaquin"
"44",2016,95316,"child",13,77.5,6099,"stanislaus"
"45",2016,95301,"child",109,98.2,6047,"merced"
"46",2016,95252,"child",16,54,6009,"calaveras"
"47",2016,95242,"child",24,39.5,6077,"san joaquin"
"48",2016,95240,"child",113,83.8,6077,"san joaquin"
"49",2016,95215,"child",29,42.6,6077,"san joaquin"
"50",2016,95207,"child",154,122.2,6077,"san joaquin"
"51",2016,95776,"child",44,63.7,6113,"yolo"
"52",2016,95202,"child",44,240.8,6077,"san joaquin"
"53",2016,95136,"child",46,41.7,6085,"santa clara"
"54",2016,95131,"child",20,28.5,6085,"santa clara"
"55",2016,95127,"child",99,59.3,6085,"santa clara"
"56",2016,95124,"child",32,26.8,6085,"santa clara"
"57",2016,95122,"child",122,69.1,6085,"santa clara"
"58",2016,95120,"child",14,14,6085,"santa clara"
"59",2016,95117,"child",30,39.2,6085,"santa clara"
"60",2016,95116,"child",103,64.3,6085,"santa clara"
"61",2016,95111,"child",102,59,6085,"santa clara"
"62",2016,95110,"child",21,44.7,6085,"santa clara"
"63",2016,95076,"child",217,87,6087,"santa cruz"
"64",2016,95054,"child",22,33.5,6085,"santa clara"
"65",2016,95051,"child",34,24,6085,"santa clara"
"66",2016,95035,"child",60,35.5,6085,"santa clara"
"67",2016,95032,"child",12,21.8,6085,"santa clara"
"68",2016,95014,"child",13,8.2,6085,"santa clara"
"69",2016,95012,"child",21,64,6053,"monterey"
"70",2016,94954,"child",30,34.7,6097,"sonoma"
"71",2016,94952,"child",32,48.5,6097,"sonoma"
"72",2016,94903,"child",13,23.2,6041,"marin"
"73",2016,94803,"child",45,93.4,6013,"contra costa"
"74",2016,94706,"child",22,47.2,6001,"alameda"
"75",2016,94621,"child",296,291.9,6001,"alameda"
"76",2016,94618,"child",13,40,6001,"alameda"
"77",2016,94611,"child",28,39.2,6001,"alameda"
"78",2016,94606,"child",124,171.3,6001,"alameda"
"79",2016,94605,"child",215,219.3,6001,"alameda"
"80",2016,94590,"child",184,223.4,6095,"solano"
"81",2016,94587,"child",120,71.1,6001,"alameda"
"82",2016,94577,"child",96,90.3,6001,"alameda"
"83",2016,94568,"child",57,39.7,6001,"alameda"
"84",2016,94566,"child",39,38.7,6001,"alameda"
"85",2016,94561,"child",85,78.3,6013,"contra costa"
"86",2016,94523,"child",25,37.4,6013,"contra costa"
"87",2016,94519,"child",16,39.7,6013,"contra costa"
"88",2016,94510,"child",37,63.7,6095,"solano"
"89",2016,94404,"child",18,22.7,6081,"san mateo"
"90",2016,94134,"child",95,121.9,6075,"san francisco"
"91",2016,94121,"child",35,54.7,6075,"san francisco"
"92",2016,94112,"child",126,84.9,6075,"san francisco"
"93",2016,94103,"child",33,97.6,6075,"san francisco"
"94",2016,94087,"child",32,21.4,6085,"santa clara"
"95",2016,94063,"child",90,96.8,6081,"san mateo"
"96",2016,94043,"child",19,30.3,6085,"santa clara"
"97",2016,94030,"child",15,37.4,6081,"san mateo"
"98",2016,94014,"child",73,73.8,6081,"san mateo"
"99",2016,94002,"child",12,20.1,6081,"san mateo"
"100",2016,93960,"child",41,68.9,6053,"monterey"
"101",2016,93940,"child",22,43.8,6053,"monterey"
"102",2016,93926,"child",21,66.8,6053,"monterey"
"103",2016,93901,"child",49,76.7,6053,"monterey"
"104",2016,93727,"child",326,139,6019,"fresno"
"105",2016,93725,"child",138,153.4,6019,"fresno"
"106",2016,93702,"child",288,167.5,6019,"fresno"
"107",2016,93701,"child",102,210.2,6019,"fresno"
"108",2016,93648,"child",123,206.9,6019,"fresno"
"109",2016,93646,"child",57,138.5,6019,"fresno"
"110",2016,93636,"child",19,77.8,6039,"madera"
"111",2016,93630,"child",71,101.9,6019,"fresno"
"112",2016,93622,"child",54,173.2,6019,"fresno"
"113",2016,93620,"child",29,97.7,6047,"merced"
"114",2016,93619,"child",42,42.2,6019,"fresno"
"115",2016,93615,"child",29,122.1,6107,"tulare"
"116",2016,93614,"child",23,111.1,6039,"madera"
"117",2016,93609,"child",24,139.2,6019,"fresno"
"118",2016,93561,"child",46,66.2,6029,"kern"
"119",2016,93560,"child",54,105.8,6029,"kern"
"120",2016,93551,"child",89,68.8,6037,"los angeles"
"121",2016,93546,"child",12,65.9,6051,"mono"
"122",2016,93543,"child",49,136,6037,"los angeles"
"123",2016,93514,"child",30,104.3,6027,"inyo"
"124",2016,93505,"child",47,135.9,6029,"kern"
"125",2016,93501,"child",20,127.4,6029,"kern"
"126",2016,93454,"child",131,125,6083,"santa barbara"
"127",2016,93445,"child",23,141.9,6079,"san luis obispo"
"128",2016,93434,"child",37,155.1,6083,"santa barbara"
"129",2016,93401,"child",21,50.8,6079,"san luis obispo"
"130",2016,93312,"child",69,41.3,6029,"kern"
"131",2016,93311,"child",74,56.1,6029,"kern"
"132",2016,93308,"child",116,80.4,6029,"kern"
"133",2016,93305,"child",159,120.1,6029,"kern"
"134",2016,93631,"child",55,117.1,6019,"fresno"
"135",2016,93304,"child",227,141.1,6029,"kern"
"136",2016,93277,"child",78,57.8,6107,"tulare"
"137",2016,93274,"child",173,75.1,6107,"tulare"
"138",2016,93268,"child",20,41.2,6029,"kern"
"139",2016,93256,"child",14,48.8,6107,"tulare"
"140",2016,93241,"child",57,92.6,6029,"kern"
"141",2016,93234,"child",20,75,6019,"fresno"
"142",2016,93230,"child",275,138,6031,"kings"
"143",2016,93223,"child",25,65.8,6107,"tulare"
"144",2016,93221,"child",16,36.2,6107,"tulare"
"145",2016,93204,"child",28,82.1,6031,"kings"
"146",2016,93203,"child",54,67.4,6029,"kern"
"147",2016,93065,"child",107,63.7,6111,"ventura"
"148",2016,93063,"child",54,43.3,6111,"ventura"
"149",2016,93035,"child",30,50.2,6111,"ventura"
"150",2016,93015,"child",36,67.5,6111,"ventura"
"151",2016,93013,"child",23,71.7,6083,"santa barbara"
"152",2016,93012,"child",26,34.4,6111,"ventura"
"153",2016,93010,"child",39,42.6,6111,"ventura"
"154",2016,93003,"child",64,61.9,6111,"ventura"
"155",2016,93001,"child",62,89,6111,"ventura"
"156",2016,92887,"child",13,31.9,6059,"orange"
"157",2016,92886,"child",38,35.5,6059,"orange"
"158",2016,92882,"child",101,51.4,6065,"riverside"
"159",2016,92881,"child",28,34.1,6065,"riverside"
"160",2016,92880,"child",107,46.7,6065,"riverside"
"161",2016,92879,"child",62,47.4,6065,"riverside"
"162",2016,92867,"child",69,63.7,6059,"orange"
"163",2016,92866,"child",26,79.2,6059,"orange"
"164",2016,92843,"child",107,84.3,6059,"orange"
"165",2016,92835,"child",27,56,6059,"orange"
"166",2016,92832,"child",50,82.9,6059,"orange"
"167",2016,92821,"child",35,41.8,6059,"orange"
"168",2016,92806,"child",62,59.1,6059,"orange"
"169",2016,92805,"child",193,90.2,6059,"orange"
"170",2016,92804,"child",191,85.2,6059,"orange"
"171",2016,92707,"child",151,80,6059,"orange"
"172",2016,92705,"child",64,58.1,6059,"orange"
"173",2016,92704,"child",200,77.4,6059,"orange"
"174",2016,92692,"child",23,24.6,6059,"orange"
"175",2016,92677,"child",33,23.2,6059,"orange"
"176",2016,92653,"child",17,30,6059,"orange"
"177",2016,92648,"child",43,55.3,6059,"orange"
"178",2016,92646,"child",30,29.2,6059,"orange"
"179",2016,92629,"child",14,31.4,6059,"orange"
"180",2016,92620,"child",46,41.4,6059,"orange"
"181",2016,92618,"child",17,31.2,6059,"orange"
"182",2016,92606,"child",19,35.1,6059,"orange"
"183",2016,92596,"child",45,50.9,6065,"riverside"
"184",2016,92595,"child",42,49.8,6065,"riverside"
"185",2016,92591,"child",53,45,6065,"riverside"
"186",2016,92587,"child",24,56.4,6065,"riverside"
"187",2016,92584,"child",59,47.4,6065,"riverside"
"188",2016,94947,"child",22,43.4,6041,"marin"
"189",2016,92583,"child",93,106,6065,"riverside"
"190",2016,92571,"child",127,68.2,6065,"riverside"
"191",2016,92567,"child",13,48.3,6065,"riverside"
"192",2016,92563,"child",95,49.6,6065,"riverside"
"193",2016,92545,"child",92,94.6,6065,"riverside"
"194",2016,93433,"child",27,90.7,6079,"san luis obispo"
"195",2016,92544,"child",95,82.9,6065,"riverside"
"196",2016,92543,"child",81,93.3,6065,"riverside"
"197",2016,92509,"child",146,63.5,6065,"riverside"
"198",2016,92508,"child",36,39.6,6065,"riverside"
"199",2016,92505,"child",103,78.7,6065,"riverside"
"200",2016,92411,"child",161,178.5,6071,"san bernardino"
"201",2016,92410,"child",181,103.6,6071,"san bernardino"
"202",2016,92408,"child",40,85,6071,"san bernardino"
"203",2016,92407,"child",197,115.4,6071,"san bernardino"
"204",2016,92376,"child",217,87.5,6071,"san bernardino"
"205",2016,92374,"child",72,72.5,6071,"san bernardino"
"206",2016,92371,"child",12,29.7,6071,"san bernardino"
"207",2016,92344,"child",31,48.1,6071,"san bernardino"
"208",2016,92336,"child",120,43.8,6071,"san bernardino"
"209",2016,92325,"child",14,87.6,6071,"san bernardino"
"210",2016,92324,"child",163,92.9,6071,"san bernardino"
"211",2016,92314,"child",16,62.6,6071,"san bernardino"
"212",2016,92313,"child",28,103.1,6071,"san bernardino"
"213",2016,92311,"child",198,216.4,6071,"san bernardino"
"214",2016,92284,"child",42,75,6071,"san bernardino"
"215",2016,92277,"child",28,46.9,6071,"san bernardino"
"216",2016,92250,"child",31,142.3,6025,"imperial"
"217",2016,92249,"child",29,119.2,6025,"imperial"
"218",2016,92223,"child",142,100.9,6065,"riverside"
"219",2016,92139,"child",62,68.2,6073,"san diego"
"220",2016,92131,"child",18,19.3,6073,"san diego"
"221",2016,92129,"child",32,25.7,6073,"san diego"
"222",2016,92128,"child",20,20,6073,"san diego"
"223",2016,92124,"child",46,48.7,6073,"san diego"
"224",2016,95670,"child",85,64.4,6067,"sacramento"
"225",2016,92122,"child",15,24.6,6073,"san diego"
"226",2016,92119,"child",22,51,6073,"san diego"
"227",2016,92117,"child",55,56.9,6073,"san diego"
"228",2016,92114,"child",158,96.2,6073,"san diego"
"229",2016,92108,"child",15,71.7,6073,"san diego"
"230",2016,92102,"child",128,106.1,6073,"san diego"
"231",2016,92082,"child",14,32.3,6073,"san diego"
"232",2016,92078,"child",29,24,6073,"san diego"
"233",2016,92069,"child",53,38.6,6073,"san diego"
"234",2016,92058,"child",38,50.7,6073,"san diego"
"235",2016,92037,"child",18,28.9,6073,"san diego"
"236",2016,92027,"child",68,44.3,6073,"san diego"
"237",2016,92021,"child",95,59,6073,"san diego"
"238",2016,92019,"child",35,39.4,6073,"san diego"
"239",2016,92008,"child",15,30.1,6073,"san diego"
"240",2016,91950,"child",158,103,6073,"san diego"
"241",2016,91945,"child",48,74.9,6073,"san diego"
"242",2016,91910,"child",133,72.4,6073,"san diego"
"243",2016,91791,"child",44,61.8,6037,"los angeles"
"244",2016,91790,"child",91,80.4,6037,"los angeles"
"245",2016,91784,"child",14,26.6,6071,"san bernardino"
"246",2016,91776,"child",48,67.7,6037,"los angeles"
"247",2016,95841,"child",45,89.4,6067,"sacramento"
"248",2016,91767,"child",140,106.1,6037,"los angeles"
"249",2016,91766,"child",200,94,6037,"los angeles"
"250",2016,91762,"child",144,88.1,6071,"san bernardino"
"251",2016,91754,"child",48,80.8,6037,"los angeles"
"252",2016,91744,"child",241,104.7,6037,"los angeles"
"253",2016,94520,"child",107,97.3,6013,"contra costa"
"254",2016,91740,"child",37,67.4,6037,"los angeles"
"255",2016,91731,"child",85,112.7,6037,"los angeles"
"256",2016,95673,"child",27,71.2,6067,"sacramento"
"257",2016,91724,"child",30,53,6037,"los angeles"
"258",2016,91711,"child",34,52.9,6037,"los angeles"
"259",2016,91701,"child",34,41.7,6071,"san bernardino"
"260",2016,91606,"child",132,129.7,6037,"los angeles"
"261",2016,91605,"child",127,88.6,6037,"los angeles"
"262",2016,91504,"child",43,88.6,6037,"los angeles"
"263",2016,95521,"child",16,60.6,6023,"humboldt"
"264",2016,91423,"child",21,38.3,6037,"los angeles"
"265",2016,91411,"child",66,120.1,6037,"los angeles"
"266",2016,91403,"child",14,35.9,6037,"los angeles"
"267",2016,91401,"child",74,83.3,6037,"los angeles"
"268",2016,91387,"child",64,54.5,6037,"los angeles"
"269",2016,91384,"child",17,27.5,6037,"los angeles"
"270",2016,91381,"child",14,24.8,6037,"los angeles"
"271",2016,91367,"child",41,51.9,6037,"los angeles"
"272",2016,91356,"child",34,57.6,6037,"los angeles"
"273",2016,94945,"child",16,49.2,6041,"marin"
"274",2016,93033,"child",188,69.4,6111,"ventura"
"275",2016,91354,"child",29,34.6,6037,"los angeles"
"276",2016,95121,"child",39,40.2,6085,"santa clara"
"277",2016,91351,"child",50,58.9,6037,"los angeles"
"278",2016,91345,"child",41,92.3,6037,"los angeles"
"279",2016,91344,"child",88,87.2,6037,"los angeles"
"280",2016,91331,"child",324,104.6,6037,"los angeles"
"281",2016,91326,"child",19,27.4,6037,"los angeles"
"282",2016,91325,"child",56,86.7,6037,"los angeles"
"283",2016,91324,"child",46,84.1,6037,"los angeles"
"284",2016,91303,"child",93,133.3,6037,"los angeles"
"285",2016,91214,"child",17,30.7,6037,"los angeles"
"286",2016,91201,"child",25,63.3,6037,"los angeles"
"287",2016,91106,"child",14,35.4,6037,"los angeles"
"288",2016,91103,"child",40,55.9,6037,"los angeles"
"289",2016,91016,"child",57,61.8,6037,"los angeles"
"290",2016,91010,"child",46,79.6,6037,"los angeles"
"291",2016,91001,"child",47,60,6037,"los angeles"
"292",2016,90810,"child",107,105.6,6037,"los angeles"
"293",2016,90802,"child",61,88.7,6037,"los angeles"
"294",2016,90746,"child",78,162.3,6037,"los angeles"
"295",2016,90732,"child",24,55.7,6037,"los angeles"
"296",2016,90715,"child",38,80.5,6037,"los angeles"
"297",2016,90703,"child",40,48.3,6037,"los angeles"
"298",2016,90640,"child",132,84.6,6037,"los angeles"
"299",2016,90631,"child",95,56.3,6059,"orange"
"300",2016,90603,"child",22,50.1,6037,"los angeles"
"301",2016,90601,"child",42,54.8,6037,"los angeles"
"302",2016,90504,"child",31,48.9,6037,"los angeles"
"303",2016,90502,"child",35,94.8,6037,"los angeles"
"304",2016,90291,"child",26,66.4,6037,"los angeles"
"305",2016,90280,"child",193,68.3,6037,"los angeles"
"306",2016,90260,"child",86,95.9,6037,"los angeles"
"307",2016,90255,"child",170,73.9,6037,"los angeles"
"308",2016,90232,"child",12,43.8,6037,"los angeles"
"309",2016,90230,"child",39,58,6037,"los angeles"
"310",2016,90220,"child",211,140.3,6037,"los angeles"
"311",2016,90068,"child",12,48.2,6037,"los angeles"
"312",2016,90061,"child",156,177.2,6037,"los angeles"
"313",2016,90059,"child",256,171.9,6037,"los angeles"
"314",2016,90057,"child",109,108.5,6037,"los angeles"
"315",2016,90047,"child",201,164.6,6037,"los angeles"
"316",2016,90605,"child",89,86.2,6037,"los angeles"
"317",2016,90042,"child",90,58.6,6037,"los angeles"
"318",2016,91362,"child",16,21.8,6111,"ventura"
"319",2016,90041,"child",33,64.7,6037,"los angeles"
"320",2016,90040,"child",30,82.9,6037,"los angeles"
"321",2016,90038,"child",62,113.8,6037,"los angeles"
"322",2016,90034,"child",42,42.3,6037,"los angeles"
"323",2016,90033,"child",143,97.7,6037,"los angeles"
"324",2016,90029,"child",88,110.6,6037,"los angeles"
"325",2016,90028,"child",38,133,6037,"los angeles"
"326",2016,90026,"child",138,100.6,6037,"los angeles"
"327",2016,90022,"child",175,88.5,6037,"los angeles"
"328",2016,90019,"child",155,114.7,6037,"los angeles"
"329",2016,90018,"child",144,112.8,6037,"los angeles"
"330",2016,93722,"child",380,158.3,6019,"fresno"
"331",2016,90015,"child",53,124.3,6037,"los angeles"
"332",2016,90006,"child",133,88.8,6037,"los angeles"
"333",2016,90003,"child",335,139.8,6037,"los angeles"
"334",2015,96130,"child",23,63,6035,"lassen"
"335",2015,96080,"child",84,124.4,6103,"tehama"
"336",2015,96021,"child",32,68.2,6103,"tehama"
"337",2015,96002,"child",57,72.5,6089,"shasta"
"338",2015,96001,"child",67,95.7,6089,"shasta"
"339",2015,95993,"child",19,22,6101,"sutter"
"340",2015,95988,"child",14,61.1,6021,"glenn"
"341",2015,95987,"child",17,82.7,6011,"colusa"
"342",2015,95969,"child",35,76.4,6007,"butte"
"343",2015,95954,"child",14,68.3,6007,"butte"
"344",2015,95948,"child",23,78.8,6007,"butte"
"345",2015,95928,"child",30,45.5,6007,"butte"
"346",2015,95901,"child",57,63.6,6115,"yuba"
"347",2015,95834,"child",89,106.8,6067,"sacramento"
"348",2015,95831,"child",45,60.5,6067,"sacramento"
"349",2015,95822,"child",134,122,6067,"sacramento"
"350",2015,95821,"child",106,149.1,6067,"sacramento"
"351",2015,95815,"child",127,185,6067,"sacramento"
"352",2015,95765,"child",34,33.8,6061,"placer"
"353",2015,95758,"child",108,66.5,6067,"sacramento"
"354",2015,95757,"child",75,57.5,6067,"sacramento"
"355",2015,95747,"child",68,42.3,6061,"placer"
"356",2015,95694,"child",12,56.7,6113,"yolo"
"357",2015,95691,"child",77,76.8,6113,"yolo"
"358",2015,95682,"child",25,37.8,6017,"el dorado"
"359",2015,95670,"child",101,79.8,6067,"sacramento"
"360",2015,95667,"child",33,38.9,6017,"el dorado"
"361",2016,96007,"child",24,46.5,6089,"shasta"
"362",2015,95661,"child",35,55.8,6061,"placer"
"363",2015,95630,"child",63,35.6,6067,"sacramento"
"364",2015,95628,"child",34,45.7,6067,"sacramento"
"365",2015,95624,"child",94,58.6,6067,"sacramento"
"366",2015,95616,"child",15,28.9,6113,"yolo"
"367",2015,95610,"child",74,75.9,6067,"sacramento"
"368",2015,95608,"child",125,114.5,6067,"sacramento"
"369",2015,95521,"child",15,58.6,6023,"humboldt"
"370",2015,95519,"child",20,49.2,6023,"humboldt"
"371",2015,95492,"child",27,39.5,6097,"sonoma"
"372",2015,95490,"child",14,49.5,6045,"mendocino"
"373",2015,95448,"child",12,33.5,6097,"sonoma"
"374",2015,95422,"child",42,106.1,6033,"lake"
"375",2015,95401,"child",59,68.9,6097,"sonoma"
"376",2016,92399,"child",57,44.6,6071,"san bernardino"
"377",2015,95388,"child",46,105.7,6047,"merced"
"378",2015,95380,"child",117,98.7,6099,"stanislaus"
"379",2015,95376,"child",139,99.8,6077,"san joaquin"
"380",2015,95361,"child",77,97.8,6099,"stanislaus"
"381",2015,95357,"child",24,73.1,6099,"stanislaus"
"382",2015,95356,"child",57,73.4,6099,"stanislaus"
"383",2015,95354,"child",63,95.7,6099,"stanislaus"
"384",2015,95348,"child",116,126.1,6047,"merced"
"385",2015,95341,"child",196,162,6047,"merced"
"386",2016,92113,"child",244,150.4,6073,"san diego"
"387",2015,95326,"child",15,53.8,6099,"stanislaus"
"388",2015,95322,"child",42,155.4,6047,"merced"
"389",2015,95219,"child",32,48.7,6077,"san joaquin"
"390",2015,95210,"child",121,102.5,6077,"san joaquin"
"391",2015,95207,"child",154,120.7,6077,"san joaquin"
"392",2015,95206,"child",261,123.8,6077,"san joaquin"
"393",2015,95205,"child",149,111.3,6077,"san joaquin"
"394",2015,95204,"child",73,113.2,6077,"san joaquin"
"395",2015,95202,"child",38,243.8,6077,"san joaquin"
"396",2015,95132,"child",30,32.7,6085,"santa clara"
"397",2015,95131,"child",30,40.5,6085,"santa clara"
"398",2015,95130,"child",12,35.6,6085,"santa clara"
"399",2015,95129,"child",17,18.2,6085,"santa clara"
"400",2015,95122,"child",133,78.3,6085,"santa clara"
"401",2015,95118,"child",36,44.6,6085,"santa clara"
"402",2015,95117,"child",34,49.4,6085,"santa clara"
"403",2015,95076,"child",234,93.8,6087,"santa cruz"
"404",2015,95054,"child",22,35,6085,"santa clara"
"405",2015,95051,"child",35,24.9,6085,"santa clara"
"406",2015,95050,"child",33,40.7,6085,"santa clara"
"407",2015,95035,"child",64,38.8,6085,"santa clara"
"408",2015,95019,"child",25,98.1,6087,"santa cruz"
"409",2015,94945,"child",14,44.8,6041,"marin"
"410",2015,94941,"child",15,20.1,6041,"marin"
"411",2015,94901,"child",41,46.5,6041,"marin"
"412",2015,94803,"child",48,97.3,6013,"contra costa"
"413",2015,94706,"child",14,29.6,6001,"alameda"
"414",2015,94703,"child",44,137.5,6001,"alameda"
"415",2015,94702,"child",27,96.1,6001,"alameda"
"416",2015,94609,"child",47,145,6001,"alameda"
"417",2015,94606,"child",123,171.9,6001,"alameda"
"418",2015,94605,"child",211,215.9,6001,"alameda"
"419",2015,94602,"child",61,94.2,6001,"alameda"
"420",2015,94601,"child",226,159.1,6001,"alameda"
"421",2015,94596,"child",13,42.4,6013,"contra costa"
"422",2015,94591,"child",164,86.1,6095,"solano"
"423",2015,94585,"child",95,132.8,6095,"solano"
"424",2015,94583,"child",29,32.7,6013,"contra costa"
"425",2015,94579,"child",34,78.4,6001,"alameda"
"426",2015,94577,"child",125,115.6,6001,"alameda"
"427",2015,94560,"child",89,82.3,6001,"alameda"
"428",2015,94558,"child",91,63.3,6055,"napa"
"429",2015,94549,"child",22,35.3,6013,"contra costa"
"430",2015,94534,"child",54,62,6095,"solano"
"431",2015,94530,"child",19,42.6,6013,"contra costa"
"432",2015,94523,"child",27,41.7,6013,"contra costa"
"433",2015,94520,"child",105,98,6013,"contra costa"
"434",2015,94517,"child",14,61.7,6013,"contra costa"
"435",2015,94510,"child",37,64.6,6095,"solano"
"436",2015,94404,"child",17,21.1,6081,"san mateo"
"437",2015,94403,"child",40,43.9,6081,"san mateo"
"438",2015,94303,"child",117,89.5,6085,"santa clara"
"439",2015,94132,"child",24,65.3,6075,"san francisco"
"440",2016,90630,"child",41,42.3,6059,"orange"
"441",2015,94131,"child",19,41.7,6075,"san francisco"
"442",2015,94124,"child",128,143.7,6075,"san francisco"
"443",2015,94121,"child",32,51.2,6075,"san francisco"
"444",2015,94118,"child",28,46.8,6075,"san francisco"
"445",2015,94117,"child",32,87.6,6075,"san francisco"
"446",2015,94112,"child",118,81.7,6075,"san francisco"
"447",2015,94089,"child",17,32.6,6085,"santa clara"
"448",2015,94085,"child",22,39.8,6085,"santa clara"
"449",2015,94061,"child",60,70.1,6081,"san mateo"
"450",2015,94044,"child",48,63.1,6081,"san mateo"
"451",2015,94030,"child",15,36,6081,"san mateo"
"452",2015,94014,"child",75,76,6081,"san mateo"
"453",2015,94010,"child",17,17.5,6081,"san mateo"
"454",2015,93955,"child",57,62.6,6053,"monterey"
"455",2015,93940,"child",29,59.8,6053,"monterey"
"456",2015,93933,"child",57,112.5,6053,"monterey"
"457",2015,93926,"child",31,102.8,6053,"monterey"
"458",2015,93907,"child",51,98.5,6053,"monterey"
"459",2015,93727,"child",338,146.5,6019,"fresno"
"460",2015,93705,"child",249,221.5,6019,"fresno"
"461",2015,93701,"child",102,213.3,6019,"fresno"
"462",2015,93662,"child",169,180.8,6019,"fresno"
"463",2015,93660,"child",12,70.5,6019,"fresno"
"464",2015,93656,"child",19,90.3,6019,"fresno"
"465",2015,93648,"child",140,232,6019,"fresno"
"466",2015,93647,"child",40,95.1,6107,"tulare"
"467",2015,93646,"child",53,130.6,6019,"fresno"
"468",2015,93638,"child",287,159.4,6039,"madera"
"469",2015,93637,"child",193,159,6039,"madera"
"470",2015,93636,"child",17,70.6,6039,"madera"
"471",2015,93635,"child",198,156.2,6047,"merced"
"472",2015,93630,"child",70,101.4,6019,"fresno"
"473",2015,93625,"child",43,200.1,6019,"fresno"
"474",2015,93620,"child",47,151.2,6047,"merced"
"475",2015,93619,"child",48,48.5,6019,"fresno"
"476",2015,93615,"child",29,129,6107,"tulare"
"477",2015,93612,"child",141,160.1,6019,"fresno"
"478",2015,93610,"child",54,106,6039,"madera"
"479",2015,93591,"child",28,126.5,6037,"los angeles"
"480",2015,93561,"child",70,101,6029,"kern"
"481",2015,93560,"child",38,75.2,6029,"kern"
"482",2015,93552,"child",135,111,6037,"los angeles"
"483",2015,93551,"child",97,76.6,6037,"los angeles"
"484",2015,94559,"child",35,54.4,6055,"napa"
"485",2015,93550,"child",443,179.3,6037,"los angeles"
"486",2015,93543,"child",46,130.8,6037,"los angeles"
"487",2015,93535,"child",401,174,6037,"los angeles"
"488",2015,93534,"child",212,190.2,6037,"los angeles"
"489",2015,93505,"child",46,136.2,6029,"kern"
"490",2015,93465,"child",13,62.6,6079,"san luis obispo"
"491",2015,93444,"child",29,62,6079,"san luis obispo"
"492",2015,93436,"child",92,66.1,6083,"santa barbara"
"493",2015,93433,"child",22,78.8,6079,"san luis obispo"
"494",2015,93422,"child",24,36.9,6079,"san luis obispo"
"495",2015,93420,"child",29,54.2,6079,"san luis obispo"
"496",2015,93402,"child",18,74.7,6079,"san luis obispo"
"497",2015,93401,"child",29,73.5,6079,"san luis obispo"
"498",2015,93313,"child",124,85.8,6029,"kern"
"499",2015,93312,"child",80,48.4,6029,"kern"
"500",2016,91501,"child",13,33.9,6037,"los angeles"
"501",2015,93311,"child",91,72.7,6029,"kern"
"502",2015,93307,"child",400,129.2,6029,"kern"
"503",2015,93305,"child",223,165,6029,"kern"
"504",2015,94513,"child",131,78.1,6013,"contra costa"
"505",2015,93304,"child",270,163.1,6029,"kern"
"506",2015,93301,"child",91,261.1,6029,"kern"
"507",2015,93291,"child",115,63.2,6107,"tulare"
"508",2015,93280,"child",62,77,6029,"kern"
"509",2016,95388,"child",61,138.9,6047,"merced"
"510",2016,92009,"child",26,23.3,6073,"san diego"
"511",2015,93270,"child",24,117.7,6107,"tulare"
"512",2015,93268,"child",28,56.8,6029,"kern"
