Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
Napa,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,38,36
Nevada,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Orange,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,792,13.7
Placer,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,61,25.6
Riverside,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,249,18
Sacramento,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,957,41.4
San Benito,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
San Bernardino,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,244,17.3
San Diego,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,733,21.2
San Francisco,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,476,20.6
San Joaquin,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,412,38
San Luis Obispo,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,9,
San Mateo,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,456,24.2
Santa Barbara,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,32,16.5
Santa Clara,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,939,14.7
Santa Cruz,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,12,14.4
Shasta,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,23,52.5
Siskiyou,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Solano,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,429,70.8
Sonoma,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,61,36.9
Stanislaus,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,66,21.3
Sutter,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,30,20.5
Tehama,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Trinity,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Tulare,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,22,17.2
Ventura,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,12.3
Yolo,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,51,60.5
Yuba,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,33.8
Alameda,2017,All Ages,Race-Ethnicity,African-American,"3,564",202.8
Amador,2017,All Ages,Race-Ethnicity,African-American,10,
Butte,2017,All Ages,Race-Ethnicity,African-American,68,192.3
Calaveras,2017,All Ages,Race-Ethnicity,African-American,9,
California,2017,All Ages,Race-Ethnicity,African-American,"36,416",168
Colusa,2017,All Ages,Race-Ethnicity,African-American,7,
Contra Costa,2017,All Ages,Race-Ethnicity,African-American,"2,136",216.3
Del Norte,2017,All Ages,Race-Ethnicity,African-American,,
El Dorado,2017,All Ages,Race-Ethnicity,African-American,27,206.5
Fresno,2017,All Ages,Race-Ethnicity,African-American,792,156.3
Glenn,2017,All Ages,Race-Ethnicity,African-American,7,
Humboldt,2017,All Ages,Race-Ethnicity,African-American,54,370.4
Imperial,2017,All Ages,Race-Ethnicity,African-American,31,145.4
Kern,2017,All Ages,Race-Ethnicity,African-American,952,184.5
Kings,2017,All Ages,Race-Ethnicity,African-American,156,208.6
Lake,2017,All Ages,Race-Ethnicity,African-American,35,381.2
Lassen,2017,All Ages,Race-Ethnicity,African-American,,
Los Angeles,2017,All Ages,Race-Ethnicity,African-American,"12,350",162.3
Madera,2017,All Ages,Race-Ethnicity,African-American,62,199
Marin,2017,All Ages,Race-Ethnicity,African-American,69,113.1
Mariposa,2017,All Ages,Race-Ethnicity,African-American,,
Mendocino,2017,All Ages,Race-Ethnicity,African-American,18,328.6
Merced,2017,All Ages,Race-Ethnicity,African-American,226,252.9
Mono,2017,All Ages,Race-Ethnicity,African-American,,
Monterey,2017,All Ages,Race-Ethnicity,African-American,107,111.8
Napa,2017,All Ages,Race-Ethnicity,African-American,24,115.6
Nevada,2017,All Ages,Race-Ethnicity,African-American,,
Orange,2017,All Ages,Race-Ethnicity,African-American,579,124.7
Placer,2017,All Ages,Race-Ethnicity,African-American,68,150.9
Plumas,2017,All Ages,Race-Ethnicity,African-American,,
Riverside,2017,All Ages,Race-Ethnicity,African-American,"1,969",141
Sacramento,2017,All Ages,Race-Ethnicity,African-American,"3,427",221.4
San Benito,2017,All Ages,Race-Ethnicity,African-American,,
San Bernardino,2017,All Ages,Race-Ethnicity,African-American,"2,594",135.6
San Diego,2017,All Ages,Race-Ethnicity,African-American,"1,689",113.7
San Francisco,2017,All Ages,Race-Ethnicity,African-American,"1,017",257.8
San Joaquin,2017,All Ages,Race-Ethnicity,African-American,"1,239",225
San Luis Obispo,2017,All Ages,Race-Ethnicity,African-American,40,106.1
San Mateo,2017,All Ages,Race-Ethnicity,African-American,140,82.6
Santa Barbara,2017,All Ages,Race-Ethnicity,African-American,81,118.1
Santa Clara,2017,All Ages,Race-Ethnicity,African-American,506,112.8
Santa Cruz,2017,All Ages,Race-Ethnicity,African-American,17,66.2
Shasta,2017,All Ages,Race-Ethnicity,African-American,30,192.8
Siskiyou,2017,All Ages,Race-Ethnicity,African-American,7,
Solano,2017,All Ages,Race-Ethnicity,African-American,"1,425",242.8
Sonoma,2017,All Ages,Race-Ethnicity,African-American,113,164.7
Stanislaus,2017,All Ages,Race-Ethnicity,African-American,320,216.1
Sutter,2017,All Ages,Race-Ethnicity,African-American,43,263
Tehama,2017,All Ages,Race-Ethnicity,African-American,10,
Trinity,2017,All Ages,Race-Ethnicity,African-American,,
Tulare,2017,All Ages,Race-Ethnicity,African-American,58,109.4
Tuolumne,2017,All Ages,Race-Ethnicity,African-American,,
Ventura,2017,All Ages,Race-Ethnicity,African-American,124,101.4
Yolo,2017,All Ages,Race-Ethnicity,African-American,95,180.3
Yuba,2017,All Ages,Race-Ethnicity,African-American,43,206.8
Alameda,2017,All Ages,Race-Ethnicity,Hispanic,"2,098",53
Amador,2017,All Ages,Race-Ethnicity,Hispanic,28,58.7
Butte,2017,All Ages,Race-Ethnicity,Hispanic,133,34.8
Calaveras,2017,All Ages,Race-Ethnicity,Hispanic,11,
California,2017,All Ages,Race-Ethnicity,Hispanic,"75,479",45.8
Colusa,2017,All Ages,Race-Ethnicity,Hispanic,42,25.9
Contra Costa,2017,All Ages,Race-Ethnicity,Hispanic,"2,027",66.9
Del Norte,2017,All Ages,Race-Ethnicity,Hispanic,16,29.6
El Dorado,2017,All Ages,Race-Ethnicity,Hispanic,97,37.9
Fresno,2017,All Ages,Race-Ethnicity,Hispanic,"4,818",80.5
Glenn,2017,All Ages,Race-Ethnicity,Hispanic,41,34.2
Humboldt,2017,All Ages,Race-Ethnicity,Hispanic,84,47.3
Imperial,2017,All Ages,Race-Ethnicity,Hispanic,"1,129",66
Inyo,2017,All Ages,Race-Ethnicity,Hispanic,27,57.7
Kern,2017,All Ages,Race-Ethnicity,Hispanic,"2,403",45.6
Kings,2017,All Ages,Race-Ethnicity,Hispanic,577,60.9
Lake,2017,All Ages,Race-Ethnicity,Hispanic,93,72.1
Lassen,2017,All Ages,Race-Ethnicity,Hispanic,14,35.8
Los Angeles,2017,All Ages,Race-Ethnicity,Hispanic,"24,959",48.5
Madera,2017,All Ages,Race-Ethnicity,Hispanic,680,65.7
Marin,2017,All Ages,Race-Ethnicity,Hispanic,144,31.2
Mariposa,2017,All Ages,Race-Ethnicity,Hispanic,6,
Mendocino,2017,All Ages,Race-Ethnicity,Hispanic,127,52.1
Merced,2017,All Ages,Race-Ethnicity,Hispanic,"1,258",72.5
Modoc,2017,All Ages,Race-Ethnicity,Hispanic,10,
Mono,2017,All Ages,Race-Ethnicity,Hispanic,14,34.8
Monterey,2017,All Ages,Race-Ethnicity,Hispanic,"1,210",43.5
Napa,2017,All Ages,Race-Ethnicity,Hispanic,187,38.8
Nevada,2017,All Ages,Race-Ethnicity,Hispanic,32,31.9
Orange,2017,All Ages,Race-Ethnicity,Hispanic,"3,846",32.4
Placer,2017,All Ages,Race-Ethnicity,Hispanic,163,29.5
Plumas,2017,All Ages,Race-Ethnicity,Hispanic,11,
Riverside,2017,All Ages,Race-Ethnicity,Hispanic,"4,365",36.5
Sacramento,2017,All Ages,Race-Ethnicity,Hispanic,"2,305",61.6
San Benito,2017,All Ages,Race-Ethnicity,Hispanic,237,67.4
San Bernardino,2017,All Ages,Race-Ethnicity,Hispanic,"5,105",42
San Diego,2017,All Ages,Race-Ethnicity,Hispanic,"4,114",32.8
San Francisco,2017,All Ages,Race-Ethnicity,Hispanic,728,56.1
San Joaquin,2017,All Ages,Race-Ethnicity,Hispanic,"1,738",52.5
San Luis Obispo,2017,All Ages,Race-Ethnicity,Hispanic,203,28.9
San Mateo,2017,All Ages,Race-Ethnicity,Hispanic,943,47.3
Santa Barbara,2017,All Ages,Race-Ethnicity,Hispanic,742,32.8
Santa Clara,2017,All Ages,Race-Ethnicity,Hispanic,"2,485",45.4
Santa Cruz,2017,All Ages,Race-Ethnicity,Hispanic,340,32.4
Shasta,2017,All Ages,Race-Ethnicity,Hispanic,48,25.6
Sierra,2017,All Ages,Race-Ethnicity,Hispanic,,
Siskiyou,2017,All Ages,Race-Ethnicity,Hispanic,12,21
Solano,2017,All Ages,Race-Ethnicity,Hispanic,808,67.3
Sonoma,2017,All Ages,Race-Ethnicity,Hispanic,584,42.2
Stanislaus,2017,All Ages,Race-Ethnicity,Hispanic,"1,378",51.1
Sutter,2017,All Ages,Race-Ethnicity,Hispanic,89,27.6
Tehama,2017,All Ages,Race-Ethnicity,Hispanic,102,58.6
Trinity,2017,All Ages,Race-Ethnicity,Hispanic,,
Tulare,2017,All Ages,Race-Ethnicity,Hispanic,"1,034",29.8
Tuolumne,2017,All Ages,Race-Ethnicity,Hispanic,20,30.7
Ventura,2017,All Ages,Race-Ethnicity,Hispanic,"1,373",34.8
Yolo,2017,All Ages,Race-Ethnicity,Hispanic,328,45.2
Yuba,2017,All Ages,Race-Ethnicity,Hispanic,83,38.9
Alameda,2017,All Ages,Race-Ethnicity,White,"1,466",28.4
Amador,2017,All Ages,Race-Ethnicity,White,125,52.9
Butte,2017,All Ages,Race-Ethnicity,White,664,48
Calaveras,2017,All Ages,Race-Ethnicity,White,167,61.2
California,2017,All Ages,Race-Ethnicity,White,"46,961",35.6
Colusa,2017,All Ages,Race-Ethnicity,White,12,22.8
Contra Costa,2017,All Ages,Race-Ethnicity,White,"1,625",36.2
Del Norte,2017,All Ages,Race-Ethnicity,White,109,84.6
El Dorado,2017,All Ages,Race-Ethnicity,White,445,37.8
Fresno,2017,All Ages,Race-Ethnicity,White,"1,791",73.6
Glenn,2017,All Ages,Race-Ethnicity,White,72,49.2
Humboldt,2017,All Ages,Race-Ethnicity,White,614,68.4
Imperial,2017,All Ages,Race-Ethnicity,White,123,70.3
Inyo,2017,All Ages,Race-Ethnicity,White,63,77.6
Kern,2017,All Ages,Race-Ethnicity,White,"1,229",44.5
Kings,2017,All Ages,Race-Ethnicity,White,315,71.2
Lake,2017,All Ages,Race-Ethnicity,White,319,78.9
Lassen,2017,All Ages,Race-Ethnicity,White,102,55.6
Los Angeles,2017,All Ages,Race-Ethnicity,White,"7,271",29.7
Madera,2017,All Ages,Race-Ethnicity,White,211,51.6
Marin,2017,All Ages,Race-Ethnicity,White,312,18.4
Mariposa,2017,All Ages,Race-Ethnicity,White,48,46.4
Mendocino,2017,All Ages,Race-Ethnicity,White,365,82.5
Merced,2017,All Ages,Race-Ethnicity,White,483,75
Modoc,2017,All Ages,Race-Ethnicity,White,39,73
Mono,2017,All Ages,Race-Ethnicity,White,17,24.7
Monterey,2017,All Ages,Race-Ethnicity,White,450,38.1
Napa,2017,All Ages,Race-Ethnicity,White,277,45.7
Nevada,2017,All Ages,Race-Ethnicity,White,260,41.6
Orange,2017,All Ages,Race-Ethnicity,White,"3,318",28.9
Placer,2017,All Ages,Race-Ethnicity,White,847,34.9
Plumas,2017,All Ages,Race-Ethnicity,White,68,63.3
Riverside,2017,All Ages,Race-Ethnicity,White,"3,021",41.1
Sacramento,2017,All Ages,Race-Ethnicity,White,"2,947",47.1
San Benito,2017,All Ages,Race-Ethnicity,White,93,56.5
San Bernardino,2017,All Ages,Race-Ethnicity,White,"2,500",45.9
San Diego,2017,All Ages,Race-Ethnicity,White,"3,039",21.7
San Francisco,2017,All Ages,Race-Ethnicity,White,798,24.8
San Joaquin,2017,All Ages,Race-Ethnicity,White,"1,141",54.9
San Luis Obispo,2017,All Ages,Race-Ethnicity,White,481,30.9
San Mateo,2017,All Ages,Race-Ethnicity,White,676,23.3
Santa Barbara,2017,All Ages,Race-Ethnicity,White,535,31
Santa Clara,2017,All Ages,Race-Ethnicity,White,"1,410",23.7
Santa Cruz,2017,All Ages,Race-Ethnicity,White,377,27.3
Shasta,2017,All Ages,Race-Ethnicity,White,565,46.8
Sierra,2017,All Ages,Race-Ethnicity,White,,
Siskiyou,2017,All Ages,Race-Ethnicity,White,121,43.7
Solano,2017,All Ages,Race-Ethnicity,White,"1,050",71.4
Sonoma,2017,All Ages,Race-Ethnicity,White,"1,093",39
Stanislaus,2017,All Ages,Race-Ethnicity,White,"1,175",58.1
Sutter,2017,All Ages,Race-Ethnicity,White,115,29.6
Tehama,2017,All Ages,Race-Ethnicity,White,209,57.7
Trinity,2017,All Ages,Race-Ethnicity,White,44,48.9
Tulare,2017,All Ages,Race-Ethnicity,White,344,31.3
Tuolumne,2017,All Ages,Race-Ethnicity,White,215,62.7
Ventura,2017,All Ages,Race-Ethnicity,White,"1,178",35.9
Yolo,2017,All Ages,Race-Ethnicity,White,364,40.5
Yuba,2017,All Ages,Race-Ethnicity,White,211,51.5
Alameda,2017,All Ages,Sex,Female,"4,681",57.3
Amador,2017,All Ages,Sex,Female,88,57.8
Butte,2017,All Ages,Sex,Female,472,45.2
Calaveras,2017,All Ages,Sex,Female,118,63.9
California,2017,All Ages,Sex,Female,"93,308",48.2
Colusa,2017,All Ages,Sex,Female,23,21.8
Contra Costa,2017,All Ages,Sex,Female,"3,628",65.4
Del Norte,2017,All Ages,Sex,Female,91,83.8
El Dorado,2017,All Ages,Sex,Female,390,47.8
Fresno,2017,All Ages,Sex,Female,"3,695",74.1
Glenn,2017,All Ages,Sex,Female,67,47.6
Humboldt,2017,All Ages,Sex,Female,486,78.2
Imperial,2017,All Ages,Sex,Female,605,64.6
Inyo,2017,All Ages,Sex,Female,66,93.6
Kern,2017,All Ages,Sex,Female,"2,421",55.4
Kings,2017,All Ages,Sex,Female,499,75.7
Lake,2017,All Ages,Sex,Female,289,95.1
Lassen,2017,All Ages,Sex,Female,71,76.5
Los Angeles,2017,All Ages,Sex,Female,"25,420",50.2
Madera,2017,All Ages,Sex,Female,480,60
Marin,2017,All Ages,Sex,Female,323,26.4
Mariposa,2017,All Ages,Sex,Female,33,47.3
Mendocino,2017,All Ages,Sex,Female,324,82.3
Merced,2017,All Ages,Sex,Female,"1,033",76.9
Modoc,2017,All Ages,Sex,Female,42,124.9
Mono,2017,All Ages,Sex,Female,12,18.5
Monterey,2017,All Ages,Sex,Female,"1,021",48.1
Napa,2017,All Ages,Sex,Female,309,45.1
Nevada,2017,All Ages,Sex,Female,171,43.3
Orange,2017,All Ages,Sex,Female,"4,701",30.1
Placer,2017,All Ages,Sex,Female,639,35.5
Plumas,2017,All Ages,Sex,Female,45,74
Riverside,2017,All Ages,Sex,Female,"5,191",44.4
Sacramento,2017,All Ages,Sex,Female,"5,231",69.9
San Benito,2017,All Ages,Sex,Female,174,61.9
San Bernardino,2017,All Ages,Sex,Female,"5,818",53.8
San Diego,2017,All Ages,Sex,Female,"5,524",34
San Francisco,2017,All Ages,Sex,Female,"1,666",41.9
San Joaquin,2017,All Ages,Sex,Female,"2,444",66.7
San Luis Obispo,2017,All Ages,Sex,Female,429,35.6
San Mateo,2017,All Ages,Sex,Female,"1,256",32.5
Santa Barbara,2017,All Ages,Sex,Female,776,35.7
Santa Clara,2017,All Ages,Sex,Female,"3,034",31.6
Santa Cruz,2017,All Ages,Sex,Female,372,28.7
Shasta,2017,All Ages,Sex,Female,378,46.4
Sierra,2017,All Ages,Sex,Female,,
Siskiyou,2017,All Ages,Sex,Female,83,43
Solano,2017,All Ages,Sex,Female,"2,179",103.2
Sonoma,2017,All Ages,Sex,Female,"1,054",43.6
Stanislaus,2017,All Ages,Sex,Female,"1,596",59.5
Sutter,2017,All Ages,Sex,Female,152,32.2
Tehama,2017,All Ages,Sex,Female,177,60.9
Trinity,2017,All Ages,Sex,Female,30,53.7
Tulare,2017,All Ages,Sex,Female,"1,089",46.2
Tuolumne,2017,All Ages,Sex,Female,122,59.6
Ventura,2017,All Ages,Sex,Female,"1,527",36.8
Yolo,2017,All Ages,Sex,Female,497,46.3
Yuba,2017,All Ages,Sex,Female,194,52.4
Alameda,2017,All Ages,Sex,Male,"4,261",54.7
Amador,2017,All Ages,Sex,Male,88,57.7
Butte,2017,All Ages,Sex,Male,464,45.3
Calaveras,2017,All Ages,Sex,Male,80,46.3
California,2017,All Ages,Sex,Male,"86,745",45.3
Colusa,2017,All Ages,Sex,Male,39,34
Contra Costa,2017,All Ages,Sex,Male,"3,078",59.1
Del Norte,2017,All Ages,Sex,Male,59,46.6
El Dorado,2017,All Ages,Sex,Male,260,33.2
Fresno,2017,All Ages,Sex,Male,"4,088",76.2
Glenn,2017,All Ages,Sex,Male,62,43.5
Humboldt,2017,All Ages,Sex,Male,365,57
Imperial,2017,All Ages,Sex,Male,686,65.9
Inyo,2017,All Ages,Sex,Male,44,50.1
Kern,2017,All Ages,Sex,Male,"2,432",49.6
Kings,2017,All Ages,Sex,Male,575,64.4
Lake,2017,All Ages,Sex,Male,193,64.9
Lassen,2017,All Ages,Sex,Male,60,38.2
Los Angeles,2017,All Ages,Sex,Male,"24,084",49.3
Madera,2017,All Ages,Sex,Male,499,62.5
Marin,2017,All Ages,Sex,Male,241,20.8
Mariposa,2017,All Ages,Sex,Male,30,45.2
Mendocino,2017,All Ages,Sex,Male,243,60
Merced,2017,All Ages,Sex,Male,"1,034",70.4
Modoc,2017,All Ages,Sex,Male,35,88.7
Mono,2017,All Ages,Sex,Male,28,44.5
Monterey,2017,All Ages,Sex,Male,895,38.6
Napa,2017,All Ages,Sex,Male,228,35
Nevada,2017,All Ages,Sex,Male,135,34
Orange,2017,All Ages,Sex,Male,"4,383",29
Placer,2017,All Ages,Sex,Male,554,33.6
Plumas,2017,All Ages,Sex,Male,41,53.4
Riverside,2017,All Ages,Sex,Male,"4,885",41.6
Sacramento,2017,All Ages,Sex,Male,"4,898",66.5
San Benito,2017,All Ages,Sex,Male,166,60.3
San Bernardino,2017,All Ages,Sex,Male,"5,386",48.4
San Diego,2017,All Ages,Sex,Male,"4,815",29.1
San Francisco,2017,All Ages,Sex,Male,"1,581",41.4
San Joaquin,2017,All Ages,Sex,Male,"2,437",64.5
San Luis Obispo,2017,All Ages,Sex,Male,371,31.4
San Mateo,2017,All Ages,Sex,Male,"1,090",30.7
Santa Barbara,2017,All Ages,Sex,Male,695,31.3
Santa Clara,2017,All Ages,Sex,Male,"2,831",29.6
Santa Cruz,2017,All Ages,Sex,Male,400,30.8
Shasta,2017,All Ages,Sex,Male,344,43.9
Sierra,2017,All Ages,Sex,Male,,
Siskiyou,2017,All Ages,Sex,Male,76,41.3
Solano,2017,All Ages,Sex,Male,"1,671",79.8
Sonoma,2017,All Ages,Sex,Male,884,39.5
Stanislaus,2017,All Ages,Sex,Male,"1,481",53.1
Sutter,2017,All Ages,Sex,Male,149,30.9
Tehama,2017,All Ages,Sex,Male,173,57.9
Trinity,2017,All Ages,Sex,Male,25,46.7
Tulare,2017,All Ages,Sex,Male,"1,045",40.4
Tuolumne,2017,All Ages,Sex,Male,122,50.4
Ventura,2017,All Ages,Sex,Male,"1,309",32.5
Yolo,2017,All Ages,Sex,Male,397,39.5
Yuba,2017,All Ages,Sex,Male,172,43.5
Alameda,2017,Under 18,Total Population,Under 18,"3,179",90.7
Alpine,2017,Under 18,Total Population,Under 18,,
Amador,2017,Under 18,Total Population,Under 18,38,71.2
Butte,2017,Under 18,Total Population,Under 18,226,49.4
Calaveras,2017,Under 18,Total Population,Under 18,50,70.3
California,2017,Under 18,Total Population,Under 18,"68,787",74.5
Colusa,2017,Under 18,Total Population,Under 18,37,61.9
Contra Costa,2017,Under 18,Total Population,Under 18,"2,204",89.4
Del Norte,2017,Under 18,Total Population,Under 18,52,88.7
El Dorado,2017,Under 18,Total Population,Under 18,163,46.9
Fresno,2017,Under 18,Total Population,Under 18,"4,371",153.9
Glenn,2017,Under 18,Total Population,Under 18,27,36.2
Humboldt,2017,Under 18,Total Population,Under 18,173,61.7
Imperial,2017,Under 18,Total Population,Under 18,691,126.8
Inyo,2017,Under 18,Total Population,Under 18,32,78.4
Kern,2017,Under 18,Total Population,Under 18,"2,219",86.4
Kings,2017,Under 18,Total Population,Under 18,506,109.7
Lake,2017,Under 18,Total Population,Under 18,112,82.2
Lassen,2017,Under 18,Total Population,Under 18,35,63.7
Los Angeles,2017,Under 18,Total Population,Under 18,"19,061",82.5
Madera,2017,Under 18,Total Population,Under 18,562,132.6
Marin,2017,Under 18,Total Population,Under 18,165,32.7
Mariposa,2017,Under 18,Total Population,Under 18,14,50.9
Mendocino,2017,Under 18,Total Population,Under 18,192,100
Merced,2017,Under 18,Total Population,Under 18,894,112.3
Modoc,2017,Under 18,Total Population,Under 18,19,105.3
Mono,2017,Under 18,Total Population,Under 18,9,
Monterey,2017,Under 18,Total Population,Under 18,747,64.3
Napa,2017,Under 18,Total Population,Under 18,152,52.5
Nevada,2017,Under 18,Total Population,Under 18,80,50.3
Orange,2017,Under 18,Total Population,Under 18,"3,828",53.1
Placer,2017,Under 18,Total Population,Under 18,372,50.1
Plumas,2017,Under 18,Total Population,Under 18,29,96.8
Riverside,2017,Under 18,Total Population,Under 18,"3,931",66.1
Sacramento,2017,Under 18,Total Population,Under 18,"3,169",87.6
San Benito,2017,Under 18,Total Population,Under 18,138,97.2
San Bernardino,2017,Under 18,Total Population,Under 18,"4,519",78.2
San Diego,2017,Under 18,Total Population,Under 18,"4,291",52.9
San Francisco,2017,Under 18,Total Population,Under 18,"1,049",75.3
San Joaquin,2017,Under 18,Total Population,Under 18,"1,692",85.3
San Luis Obispo,2017,Under 18,Total Population,Under 18,270,53.7
San Mateo,2017,Under 18,Total Population,Under 18,752,46.1
Santa Barbara,2017,Under 18,Total Population,Under 18,574,55.9
Santa Clara,2017,Under 18,Total Population,Under 18,"1,834",40.8
Santa Cruz,2017,Under 18,Total Population,Under 18,290,48.3
Shasta,2017,Under 18,Total Population,Under 18,229,61.2
Sierra,2017,Under 18,Total Population,Under 18,,
Siskiyou,2017,Under 18,Total Population,Under 18,45,52.5
Solano,2017,Under 18,Total Population,Under 18,"1,199",120.6
Sonoma,2017,Under 18,Total Population,Under 18,561,58
Stanislaus,2017,Under 18,Total Population,Under 18,"1,121",77.1
Sutter,2017,Under 18,Total Population,Under 18,118,47.5
Tehama,2017,Under 18,Total Population,Under 18,139,91.1
Trinity,2017,Under 18,Total Population,Under 18,10,
Tulare,2017,Under 18,Total Population,Under 18,"1,054",73.4
Tuolumne,2017,Under 18,Total Population,Under 18,62,71.4
Ventura,2017,Under 18,Total Population,Under 18,"1,080",54.9
Yolo,2017,Under 18,Total Population,Under 18,294,58.8
Yuba,2017,Under 18,Total Population,Under 18,121,56
Alameda,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,
Calaveras,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,
California,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,204,62
Contra Costa,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,16,281.2
Del Norte,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,
El Dorado,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,
Fresno,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,
Glenn,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,
Humboldt,2017,Under 18,Race-Ethnicity,American Indian/Alaskan Native,7,
