Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2012,90504,All Ages,113,37.5,6037,Los Angeles
2012,90504,Children (0-17),48,73.89996338,6037,Los Angeles
2012,90505,Adults (18+),52,17.3999939,6037,Los Angeles
2012,90505,All Ages,94,27.09999085,6037,Los Angeles
2012,90505,Children (0-17),42,55.19998169,6037,Los Angeles
2012,90601,Adults (18+),110,44.79998779,6037,Los Angeles
2012,90601,All Ages,187,58.69998169,6037,Los Angeles
2012,90601,Children (0-17),77,99,6037,Los Angeles
2012,90602,Adults (18+),98,57.79998779,6037,Los Angeles
2012,90602,All Ages,167,70.09997559,6037,Los Angeles
2012,90602,Children (0-17),69,105.6999512,6037,Los Angeles
2012,90603,Adults (18+),45,32.09997559,6037,Los Angeles
2012,90603,All Ages,85,47.19998169,6037,Los Angeles
2012,90603,Children (0-17),40,90.59997559,6037,Los Angeles
2012,90604,Adults (18+),110,37.3999939,6037,Los Angeles
2012,90604,All Ages,224,57.19998169,6037,Los Angeles
2012,90604,Children (0-17),114,114.0999756,6037,Los Angeles
2012,90605,Adults (18+),114,37.19998169,6037,Los Angeles
2012,90605,All Ages,221,51.69998169,6037,Los Angeles
2012,90605,Children (0-17),107,93.5,6037,Los Angeles
2012,90606,Adults (18+),91,38.5,6037,Los Angeles
2012,90606,All Ages,177,54.29998779,6037,Los Angeles
2012,90606,Children (0-17),86,99.89996338,6037,Los Angeles
2012,90620,Adults (18+),138,39.5,6059,Orange
2012,90620,All Ages,215,48.59997559,6059,Orange
2012,90620,Children (0-17),77,74.69995117,6059,Orange
2012,90621,Adults (18+),101,38.19998169,6059,Orange
2012,90621,All Ages,193,53.09997559,6059,Orange
2012,90621,Children (0-17),92,96.09997559,6059,Orange
2012,90623,Adults (18+),19,15.09999847,6059,Orange
2012,90623,All Ages,38,26.59999085,6059,Orange
2012,90623,Children (0-17),19,59.5,6059,Orange
2012,90630,Adults (18+),85,22.8999939,6059,Orange
2012,90630,All Ages,141,30.29998779,6059,Orange
2012,90630,Children (0-17),56,51.69998169,6059,Orange
2012,90631,Adults (18+),170,33.29998779,6059,Orange
2012,90631,All Ages,314,46.29998779,6059,Orange
2012,90631,Children (0-17),144,83.89996338,6059,Orange
2012,90638,Adults (18+),93,23.09999085,6037,Los Angeles
2012,90638,All Ages,140,29.5,6037,Los Angeles
2012,90638,Children (0-17),47,48,6037,Los Angeles
2012,90640,Adults (18+),170,35.8999939,6037,Los Angeles
2012,90640,All Ages,311,49.5,6037,Los Angeles
2012,90640,Children (0-17),141,88.5,6037,Los Angeles
2012,90650,Adults (18+),303,38.59997559,6037,Los Angeles
2012,90650,All Ages,517,48.09997559,6037,Los Angeles
2012,90650,Children (0-17),214,75.5,6037,Los Angeles
2012,90660,Adults (18+),171,36.69998169,6037,Los Angeles
2012,90660,All Ages,348,55.29998779,6037,Los Angeles
2012,90660,Children (0-17),177,108.7999878,6037,Los Angeles
2012,90670,Adults (18+),42,39.29998779,6037,Los Angeles
2012,90670,All Ages,78,55.69998169,6037,Los Angeles
2012,90670,Children (0-17),36,102.7999878,6037,Los Angeles
2012,90680,Adults (18+),83,33.8999939,6059,Orange
2012,90680,All Ages,140,42.09997559,6059,Orange
2012,90680,Children (0-17),57,65.69995117,6059,Orange
2012,90701,Adults (18+),28,21.19999695,6037,Los Angeles
2012,90701,All Ages,63,42.09997559,6037,Los Angeles
2012,90701,Children (0-17),35,102.2999878,6037,Los Angeles
2012,90703,Adults (18+),99,28.29998779,6037,Los Angeles
2012,90703,All Ages,160,37.8999939,6037,Los Angeles
2012,90703,Children (0-17),61,65.5,6037,Los Angeles
2012,90704,Adults (18+),16,61.8999939,6037,Los Angeles
2012,90704,All Ages,20,55.8999939,6037,Los Angeles
2012,90704,Children (0-17),,,6037,Los Angeles
2012,90706,Adults (18+),289,52.69998169,6037,Los Angeles
2012,90706,All Ages,470,61,6037,Los Angeles
2012,90706,Children (0-17),181,84.79998779,6037,Los Angeles
2012,90710,Adults (18+),57,27.59999085,6037,Los Angeles
2012,90710,All Ages,99,37.79998779,6037,Los Angeles
2012,90710,Children (0-17),42,67.09997559,6037,Los Angeles
2012,90712,Adults (18+),60,24.69999695,6037,Los Angeles
2012,90712,All Ages,115,37.59997559,6037,Los Angeles
2012,90712,Children (0-17),55,74.89996338,6037,Los Angeles
2012,90713,Adults (18+),51,24.29998779,6037,Los Angeles
2012,90713,All Ages,97,35.8999939,6037,Los Angeles
2012,90713,Children (0-17),46,69.19995117,6037,Los Angeles
2012,90715,Adults (18+),74,48.79998779,6037,Los Angeles
2012,90715,All Ages,135,67.89996338,6037,Los Angeles
2012,90715,Children (0-17),61,123.0999756,6037,Los Angeles
2012,90716,Adults (18+),39,41.5,6037,Los Angeles
2012,90716,All Ages,89,59,6037,Los Angeles
2012,90716,Children (0-17),50,109.5,6037,Los Angeles
2012,90717,Adults (18+),57,33.79998779,6037,Los Angeles
2012,90717,All Ages,88,42.79998779,6037,Los Angeles
2012,90717,Children (0-17),31,68.59997559,6037,Los Angeles
2012,90720,Adults (18+),37,24,6059,Orange
2012,90720,All Ages,56,28,6059,Orange
2012,90720,Children (0-17),19,39.59997559,6059,Orange
2012,90723,Adults (18+),121,35.8999939,6037,Los Angeles
2012,90723,All Ages,267,48.69998169,6037,Los Angeles
2012,90723,Children (0-17),146,85.59997559,6037,Los Angeles
2012,90731,Adults (18+),254,50.09997559,6037,Los Angeles
2012,90731,All Ages,414,63.29998779,6037,Los Angeles
2012,90731,Children (0-17),160,101.2999878,6037,Los Angeles
2012,90732,Adults (18+),51,45,6037,Los Angeles
2012,90732,All Ages,74,54.09997559,6037,Los Angeles
2012,90732,Children (0-17),23,80.39996338,6037,Los Angeles
2012,90740,Adults (18+),28,9.599998474,6059,Orange
2012,90740,All Ages,39,16.29998779,6059,Orange
2012,90740,Children (0-17),,,6059,Orange
2012,90744,Adults (18+),154,43.79998779,6037,Los Angeles
2012,90744,All Ages,317,56.8999939,6037,Los Angeles
2012,90744,Children (0-17),163,94.5,6037,Los Angeles
2012,90745,Adults (18+),155,35.69998169,6037,Los Angeles
2012,90745,All Ages,287,52,6037,Los Angeles
2012,90745,Children (0-17),132,99,6037,Los Angeles
2012,90746,Adults (18+),117,54.5,6037,Los Angeles
2012,90746,All Ages,190,76.39996338,6037,Los Angeles
2012,90746,Children (0-17),73,139.3999023,6037,Los Angeles
2012,90755,Adults (18+),20,27,6037,Los Angeles
2012,90755,All Ages,34,35,6037,Los Angeles
2012,90755,Children (0-17),14,58,6037,Los Angeles
2012,90802,Adults (18+),190,57,6037,Los Angeles
2012,90802,All Ages,248,64.39996338,6037,Los Angeles
2012,90802,Children (0-17),58,85.69995117,6037,Los Angeles
2012,90803,Adults (18+),48,18,6037,Los Angeles
2012,90803,All Ages,74,31.69999695,6037,Los Angeles
2012,90803,Children (0-17),26,71.09997559,6037,Los Angeles
2012,90804,Adults (18+),177,58.8999939,6037,Los Angeles
2012,90804,All Ages,292,73.09997559,6037,Los Angeles
2012,90804,Children (0-17),115,114,6037,Los Angeles
2012,90805,Adults (18+),389,60.59997559,6037,Los Angeles
2012,90805,All Ages,728,74.89996338,6037,Los Angeles
2012,90805,Children (0-17),339,116.3999634,6037,Los Angeles
2012,90806,Adults (18+),222,72.69995117,6037,Los Angeles
2012,90806,All Ages,347,79.89996338,6037,Los Angeles
2012,90806,Children (0-17),125,100.3999634,6037,Los Angeles
2012,90807,Adults (18+),70,27,6037,Los Angeles
2012,90807,All Ages,121,39.09997559,6037,Los Angeles
2012,90807,Children (0-17),51,74.09997559,6037,Los Angeles
2012,90808,Adults (18+),65,22.3999939,6037,Los Angeles
2012,90808,All Ages,93,25.5,6037,Los Angeles
2012,90808,Children (0-17),28,34.59997559,6037,Los Angeles
2012,90810,Adults (18+),143,53.69998169,6037,Los Angeles
2012,90810,All Ages,222,59.19998169,6037,Los Angeles
2012,90810,Children (0-17),79,75,6037,Los Angeles
2012,90813,Adults (18+),439,110.8999634,6037,Los Angeles
2012,90813,All Ages,667,113.2999878,6037,Los Angeles
2012,90813,Children (0-17),228,120.2999878,6037,Los Angeles
2012,90814,Adults (18+),31,19.29998779,6037,Los Angeles
2012,90814,All Ages,43,24.79998779,6037,Los Angeles
2012,90814,Children (0-17),12,40.69998169,6037,Los Angeles
2012,90815,Adults (18+),73,25.59999085,6037,Los Angeles
2012,90815,All Ages,106,30.3999939,6037,Los Angeles
2012,90815,Children (0-17),33,44.3999939,6037,Los Angeles
2012,91001,Adults (18+),101,37.09997559,6037,Los Angeles
2012,91001,All Ages,151,43.59997559,6037,Los Angeles
2012,91001,Children (0-17),50,62.19998169,6037,Los Angeles
2012,91006,Adults (18+),30,13.19999695,6037,Los Angeles
2012,91006,All Ages,47,16.3999939,6037,Los Angeles
2012,91006,Children (0-17),17,25.59999085,6037,Los Angeles
2012,91007,Adults (18+),27,9,6037,Los Angeles
2012,91007,All Ages,45,13.69999695,6037,Los Angeles
2012,91007,Children (0-17),18,27.3999939,6037,Los Angeles
2012,91010,Adults (18+),103,53.29998779,6037,Los Angeles
2012,91010,All Ages,158,63.59997559,6037,Los Angeles
2012,91010,Children (0-17),55,93.39996338,6037,Los Angeles
2012,91011,Adults (18+),13,11,6037,Los Angeles
2012,91011,All Ages,24,14.3999939,6037,Los Angeles
2012,91011,Children (0-17),,,6037,Los Angeles
2012,91016,Adults (18+),77,24.59999085,6037,Los Angeles
2012,91016,All Ages,135,34.5,6037,Los Angeles
2012,91016,Children (0-17),58,63.19998169,6037,Los Angeles
2012,91020,Adults (18+),14,19.3999939,6037,Los Angeles
2012,91020,All Ages,22,27.19999695,6037,Los Angeles
2012,91020,Children (0-17),,,6037,Los Angeles
2012,91030,Adults (18+),15,7,6037,Los Angeles
2012,91030,All Ages,27,11,6037,Los Angeles
2012,91030,Children (0-17),12,22.3999939,6037,Los Angeles
2012,91040,Adults (18+),41,22.19999695,6037,Los Angeles
2012,91040,All Ages,64,30.69999695,6037,Los Angeles
2012,91040,Children (0-17),23,55.09997559,6037,Los Angeles
2012,91042,Adults (18+),61,26.29998779,6037,Los Angeles
2012,91042,All Ages,97,36.8999939,6037,Los Angeles
2012,91042,Children (0-17),36,67.5,6037,Los Angeles
2012,91101,Adults (18+),40,23.8999939,6037,Los Angeles
2012,91101,All Ages,56,35.59997559,6037,Los Angeles
2012,91101,Children (0-17),16,69.5,6037,Los Angeles
2012,91103,Adults (18+),119,55.19998169,6037,Los Angeles
2012,91103,All Ages,165,57.8999939,6037,Los Angeles
2012,91103,Children (0-17),46,65.69995117,6037,Los Angeles
2012,91104,Adults (18+),93,30.8999939,6037,Los Angeles
2012,91104,All Ages,128,33.8999939,6037,Los Angeles
2012,91104,Children (0-17),35,42.3999939,6037,Los Angeles
2012,91105,Adults (18+),14,16.79998779,6037,Los Angeles
2012,91105,All Ages,14,12.5,6037,Los Angeles
2012,91105,Children (0-17),,,6037,Los Angeles
2012,91106,Adults (18+),46,23.3999939,6037,Los Angeles
2012,91106,All Ages,63,28.79998779,6037,Los Angeles
2012,91106,Children (0-17),17,44.29998779,6037,Los Angeles
2012,91107,Adults (18+),42,16.79998779,6037,Los Angeles
2012,91107,All Ages,75,25.8999939,6037,Los Angeles
2012,91107,Children (0-17),33,51.8999939,6037,Los Angeles
2012,91201,Adults (18+),50,27.29998779,6037,Los Angeles
2012,91201,All Ages,69,32.69998169,6037,Los Angeles
2012,91201,Children (0-17),19,48.09997559,6037,Los Angeles
2012,91202,Adults (18+),44,22.29998779,6037,Los Angeles
2012,91202,All Ages,56,24.09999085,6037,Los Angeles
2012,91202,Children (0-17),12,29.29998779,6037,Los Angeles
2012,91203,Adults (18+),41,33.5,6037,Los Angeles
2012,91203,All Ages,48,32.3999939,6037,Los Angeles
2012,91203,Children (0-17),,,6037,Los Angeles
2012,91204,Adults (18+),46,35.19998169,6037,Los Angeles
2012,91204,All Ages,69,46.5,6037,Los Angeles
2012,91204,Children (0-17),23,78.79998779,6037,Los Angeles
2012,91205,Adults (18+),135,41.5,6037,Los Angeles
2012,91205,All Ages,179,47.29998779,6037,Los Angeles
2012,91205,Children (0-17),44,63.8999939,6037,Los Angeles
2012,91206,Adults (18+),65,23.29998779,6037,Los Angeles
2012,91206,All Ages,95,30.8999939,6037,Los Angeles
2012,91206,Children (0-17),30,52.69998169,6037,Los Angeles
2012,91207,Adults (18+),15,18.8999939,6037,Los Angeles
2012,91207,All Ages,25,30.29998779,6037,Los Angeles
2012,91207,Children (0-17),,,6037,Los Angeles
2012,91208,Adults (18+),22,13.19999695,6037,Los Angeles
2012,91208,All Ages,24,11.5,6037,Los Angeles
2012,91208,Children (0-17),,,6037,Los Angeles
2012,91214,Adults (18+),92,46.8999939,6037,Los Angeles
2012,91214,All Ages,112,42.5,6037,Los Angeles
2012,91214,Children (0-17),20,30,6037,Los Angeles
2012,91301,Adults (18+),27,17,6037,Los Angeles
2012,91301,All Ages,39,18.79998779,6037,Los Angeles
2012,91301,Children (0-17),12,23.79998779,6037,Los Angeles
2012,91302,Adults (18+),41,21.19999695,6037,Los Angeles
2012,91302,All Ages,53,20.3999939,6037,Los Angeles
2012,91302,Children (0-17),12,18.3999939,6037,Los Angeles
2012,91303,Adults (18+),90,49.69998169,6037,Los Angeles
2012,91303,All Ages,143,56.09997559,6037,Los Angeles
2012,91303,Children (0-17),53,74.69995117,6037,Los Angeles
2012,91304,Adults (18+),100,25.5,6037,Los Angeles
2012,91304,All Ages,200,40.19998169,6037,Los Angeles
2012,91304,Children (0-17),100,82.5,6037,Los Angeles
2012,91306,Adults (18+),185,51.29998779,6037,Los Angeles
2012,91306,All Ages,273,58.5,6037,Los Angeles
2012,91306,Children (0-17),88,79.19995117,6037,Los Angeles
2012,91307,Adults (18+),58,29,6037,Los Angeles
2012,91307,All Ages,91,37.79998779,6037,Los Angeles
2012,91307,Children (0-17),33,63.09997559,6037,Los Angeles
2012,91311,Adults (18+),93,30.8999939,6037,Los Angeles
2012,91311,All Ages,140,41.19998169,6037,Los Angeles
2012,91311,Children (0-17),47,71.09997559,6037,Los Angeles
2012,91316,Adults (18+),74,37.09997559,6037,Los Angeles
2012,91316,All Ages,97,40.29998779,6037,Los Angeles
2012,91316,Children (0-17),23,49.3999939,6037,Los Angeles
2012,91320,Adults (18+),64,20.09999085,6111,Ventura
2012,91320,All Ages,100,23.09999085,6111,Ventura
2012,91320,Children (0-17),36,31.3999939,6111,Ventura
2012,91321,Adults (18+),66,25.3999939,6037,Los Angeles
2012,91321,All Ages,103,28.69999695,6037,Los Angeles
2012,91321,Children (0-17),37,38,6037,Los Angeles
2012,91324,Adults (18+),75,37.59997559,6037,Los Angeles
2012,91324,All Ages,122,49.8999939,6037,Los Angeles
2012,91324,Children (0-17),47,85.29998779,6037,Los Angeles
2012,91325,Adults (18+),87,29.79998779,6037,Los Angeles
2012,91325,All Ages,150,46.69998169,6037,Los Angeles
2012,91325,Children (0-17),63,95.5,6037,Los Angeles
2012,91326,Adults (18+),52,19.09999085,6037,Los Angeles
2012,91326,All Ages,73,22,6037,Los Angeles
2012,91326,Children (0-17),21,30.3999939,6037,Los Angeles
2012,91331,Adults (18+),411,57.3999939,6037,Los Angeles
2012,91331,All Ages,744,70.09997559,6037,Los Angeles
2012,91331,Children (0-17),333,106.6999512,6037,Los Angeles
2012,91335,Adults (18+),300,52.59997559,6037,Los Angeles
2012,91335,All Ages,489,67.09997559,6037,Los Angeles
2012,91335,Children (0-17),189,108.8999634,6037,Los Angeles
2012,91340,Adults (18+),106,45.69998169,6037,Los Angeles
2012,91340,All Ages,219,61.5,6037,Los Angeles
2012,91340,Children (0-17),113,106.6999512,6037,Los Angeles
2012,91342,Adults (18+),329,50.5,6037,Los Angeles
2012,91342,All Ages,541,59.29998779,6037,Los Angeles
2012,91342,Children (0-17),212,84.79998779,6037,Los Angeles
2012,91343,Adults (18+),219,50.29998779,6037,Los Angeles
2012,91343,All Ages,413,68,6037,Los Angeles
2012,91343,Children (0-17),194,118.7999878,6037,Los Angeles
2012,91344,Adults (18+),159,38.5,6037,Los Angeles
2012,91344,All Ages,223,44.5,6037,Los Angeles
2012,91344,Children (0-17),64,61.79998779,6037,Los Angeles
2012,91345,Adults (18+),73,53.79998779,6037,Los Angeles
2012,91345,All Ages,104,58.19998169,6037,Los Angeles
2012,91345,Children (0-17),31,70.79998779,6037,Los Angeles
2012,91350,Adults (18+),45,18.69999695,6037,Los Angeles
2012,91350,All Ages,81,24.8999939,6037,Los Angeles
2012,91350,Children (0-17),36,42.69998169,6037,Los Angeles
2012,91351,Adults (18+),97,43,6037,Los Angeles
2012,91351,All Ages,149,48.69998169,6037,Los Angeles
2012,91351,Children (0-17),52,65.09997559,6037,Los Angeles
2012,91352,Adults (18+),169,50.69998169,6037,Los Angeles
2012,91352,All Ages,305,66.5,6037,Los Angeles
2012,91352,Children (0-17),136,111.6999512,6037,Los Angeles
2012,91354,Adults (18+),27,15.3999939,6037,Los Angeles
2012,91354,All Ages,48,18.09999085,6037,Los Angeles
2012,91354,Children (0-17),21,26.09999085,6037,Los Angeles
2012,91355,Adults (18+),47,18.19999695,6037,Los Angeles
2012,91355,All Ages,64,19.19999695,6037,Los Angeles
2012,91355,Children (0-17),17,22.19999695,6037,Los Angeles
2012,91356,Adults (18+),84,34.3999939,6037,Los Angeles
2012,91356,All Ages,121,42.09997559,6037,Los Angeles
2012,91356,Children (0-17),37,64.19995117,6037,Los Angeles
2012,91360,Adults (18+),57,16.79998779,6111,Ventura
2012,91360,All Ages,105,27.09999085,6111,Ventura
2012,91360,Children (0-17),48,56.59997559,6111,Ventura
2012,91361,Adults (18+),16,9.599998474,6111,Ventura
2012,91361,All Ages,25,12.59999847,6111,Ventura
2012,91361,Children (0-17),,,6111,Ventura
2012,91362,Adults (18+),57,23.3999939,6111,Ventura
2012,91362,All Ages,85,26,6111,Ventura
2012,91362,Children (0-17),28,33.5,6111,Ventura
2012,91364,Adults (18+),67,31.8999939,6037,Los Angeles
2012,91364,All Ages,89,34.79998779,6037,Los Angeles
2012,91364,Children (0-17),22,43.19998169,6037,Los Angeles
2012,91367,Adults (18+),101,30.69999695,6037,Los Angeles
2012,91367,All Ages,138,35.8999939,6037,Los Angeles
2012,91367,Children (0-17),37,50.8999939,6037,Los Angeles
2012,91381,Adults (18+),,,6037,Los Angeles
2012,91381,All Ages,20,8.799995422,6037,Los Angeles
2012,91381,Children (0-17),,,6037,Los Angeles
2012,91384,Adults (18+),41,18.8999939,6037,Los Angeles
2012,91384,All Ages,65,23.69999695,6037,Los Angeles
2012,91384,Children (0-17),24,37.5,6037,Los Angeles
2012,91387,Adults (18+),98,32.09997559,6037,Los Angeles
2012,91387,All Ages,156,36.5,6037,Los Angeles
2012,91387,Children (0-17),58,49.09997559,6037,Los Angeles
2012,91390,Adults (18+),15,11.3999939,6037,Los Angeles
2012,91390,All Ages,28,14.3999939,6037,Los Angeles
2012,91390,Children (0-17),13,23.09999085,6037,Los Angeles
2012,91401,Adults (18+),111,34.29998779,6037,Los Angeles
2012,91401,All Ages,192,48.8999939,6037,Los Angeles
2012,91401,Children (0-17),81,91,6037,Los Angeles
2012,91402,Adults (18+),392,80.5,6037,Los Angeles
2012,91402,All Ages,591,84.59997559,6037,Los Angeles
2012,91402,Children (0-17),199,96.39996338,6037,Los Angeles
2012,91403,Adults (18+),54,28.69999695,6037,Los Angeles
2012,91403,All Ages,74,35.3999939,6037,Los Angeles
2012,91403,Children (0-17),20,54.59997559,6037,Los Angeles
2012,91405,Adults (18+),271,69.89996338,6037,Los Angeles
2012,91405,All Ages,444,86.79998779,6037,Los Angeles
2012,91405,Children (0-17),173,135.6999512,6037,Los Angeles
2012,91406,Adults (18+),226,56.3999939,6037,Los Angeles
2012,91406,All Ages,356,66.5,6037,Los Angeles
2012,91406,Children (0-17),130,95.59997559,6037,Los Angeles
2012,91411,Adults (18+),97,50.09997559,6037,Los Angeles
2012,91411,All Ages,148,61.19998169,6037,Los Angeles
2012,91411,Children (0-17),51,93.39996338,6037,Los Angeles
2012,91423,Adults (18+),40,14,6037,Los Angeles
2012,91423,All Ages,64,22.29998779,6037,Los Angeles
2012,91423,Children (0-17),24,46.29998779,6037,Los Angeles
2012,91436,Adults (18+),25,21.29998779,6037,Los Angeles
2012,91436,All Ages,31,20.79998779,6037,Los Angeles
2012,91436,Children (0-17),,,6037,Los Angeles
2012,91501,Adults (18+),41,22.59999085,6037,Los Angeles
2012,91501,All Ages,61,30.29998779,6037,Los Angeles
2012,91501,Children (0-17),20,52.59997559,6037,Los Angeles
2012,91502,Adults (18+),23,25.3999939,6037,Los Angeles
2012,91502,All Ages,40,40.5,6037,Los Angeles
2012,91502,Children (0-17),17,84,6037,Los Angeles
2012,91504,Adults (18+),63,30.5,6037,Los Angeles
2012,91504,All Ages,81,31.79998779,6037,Los Angeles
2012,91504,Children (0-17),18,35.29998779,6037,Los Angeles
2012,91505,Adults (18+),79,32.5,6037,Los Angeles
2012,91505,All Ages,112,38.79998779,6037,Los Angeles
2012,91505,Children (0-17),33,56.8999939,6037,Los Angeles
2012,91506,Adults (18+),55,35.59997559,6037,Los Angeles
2012,91506,All Ages,84,46.69998169,6037,Los Angeles
2012,91506,Children (0-17),29,78.5,6037,Los Angeles
2012,91601,Adults (18+),134,45.3999939,6037,Los Angeles
2012,91601,All Ages,193,55.59997559,6037,Los Angeles
2012,91601,Children (0-17),59,84.89996338,6037,Los Angeles
2012,91602,Adults (18+),32,26.29998779,6037,Los Angeles
2012,91602,All Ages,44,33.5,6037,Los Angeles
2012,91602,Children (0-17),12,54.29998779,6037,Los Angeles
2012,91604,Adults (18+),52,20.5,6037,Los Angeles
2012,91604,All Ages,66,22.69999695,6037,Los Angeles
2012,91604,Children (0-17),14,29,6037,Los Angeles
2012,91605,Adults (18+),228,53.8999939,6037,Los Angeles
2012,91605,All Ages,394,70.59997559,6037,Los Angeles
2012,91605,Children (0-17),166,118.5,6037,Los Angeles
2012,91606,Adults (18+),130,40.3999939,6037,Los Angeles
2012,91606,All Ages,245,58.8999939,6037,Los Angeles
2012,91606,Children (0-17),115,112.2999878,6037,Los Angeles
2012,91607,Adults (18+),63,25.5,6037,Los Angeles
2012,91607,All Ages,101,38.29998779,6037,Los Angeles
2012,91607,Children (0-17),38,75.29998779,6037,Los Angeles
2012,91701,Adults (18+),79,26.09999085,6071,San Bernardino
2012,91701,All Ages,119,31,6071,San Bernardino
2012,91701,Children (0-17),40,45.29998779,6071,San Bernardino
2012,91702,Adults (18+),181,41.5,6037,Los Angeles
2012,91702,All Ages,342,56.3999939,6037,Los Angeles
2012,91702,Children (0-17),161,99.09997559,6037,Los Angeles
2012,91706,Adults (18+),233,46,6037,Los Angeles
2012,91706,All Ages,411,54.3999939,6037,Los Angeles
2012,91706,Children (0-17),178,78.89996338,6037,Los Angeles
2012,91708,Adults (18+),,,6071,San Bernardino
2012,91708,All Ages,14,19.19999695,6071,San Bernardino
2012,91708,Children (0-17),,,6071,San Bernardino
2012,91709,Adults (18+),105,20.5,6071,San Bernardino
2012,91709,All Ages,197,27.79998779,6071,San Bernardino
2012,91709,Children (0-17),92,48.69998169,6071,San Bernardino
2012,91710,Adults (18+),158,27,6071,San Bernardino
2012,91710,All Ages,309,40.29998779,6071,San Bernardino
2012,91710,Children (0-17),151,78.79998779,6071,San Bernardino
2012,91711,Adults (18+),71,27.3999939,6037,Los Angeles
2012,91711,All Ages,103,33.59997559,6037,Los Angeles
2012,91711,Children (0-17),32,51.3999939,6037,Los Angeles
2012,91722,Adults (18+),78,30,6037,Los Angeles
2012,91722,All Ages,137,38.79998779,6037,Los Angeles
2012,91722,Children (0-17),59,64.19995117,6037,Los Angeles
2012,91723,Adults (18+),55,42.3999939,6037,Los Angeles
2012,91723,All Ages,93,54.79998779,6037,Los Angeles
2012,91723,Children (0-17),38,90.29998779,6037,Los Angeles
2012,91724,Adults (18+),61,30.3999939,6037,Los Angeles
2012,91724,All Ages,105,42.09997559,6037,Los Angeles
2012,91724,Children (0-17),44,75.5,6037,Los Angeles
2012,91730,Adults (18+),172,34.09997559,6071,San Bernardino
2012,91730,All Ages,304,45.3999939,6071,San Bernardino
2012,91730,Children (0-17),132,77.89996338,6071,San Bernardino
2012,91731,Adults (18+),80,37.5,6037,Los Angeles
2012,91731,All Ages,137,46.79998779,6037,Los Angeles
2012,91731,Children (0-17),57,73.5,6037,Los Angeles
2012,91732,Adults (18+),224,49.79998779,6037,Los Angeles
2012,91732,All Ages,368,58.19998169,6037,Los Angeles
2012,91732,Children (0-17),144,82.29998779,6037,Los Angeles
2012,91733,Adults (18+),112,37.8999939,6037,Los Angeles
2012,91733,All Ages,223,49.8999939,6037,Los Angeles
2012,91733,Children (0-17),111,84.5,6037,Los Angeles
2012,91737,Adults (18+),26,14.59999847,6071,San Bernardino
2012,91737,All Ages,47,21,6071,San Bernardino
2012,91737,Children (0-17),21,39.3999939,6071,San Bernardino
2012,91739,Adults (18+),69,25.69999695,6071,San Bernardino
2012,91739,All Ages,106,28.19999695,6071,San Bernardino
2012,91739,Children (0-17),37,35.5,6071,San Bernardino
2012,91740,Adults (18+),75,40.5,6037,Los Angeles
2012,91740,All Ages,127,54,6037,Los Angeles
2012,91740,Children (0-17),52,92.79998779,6037,Los Angeles
2012,91741,Adults (18+),40,21.29998779,6037,Los Angeles
2012,91741,All Ages,62,26,6037,Los Angeles
2012,91741,Children (0-17),22,39.29998779,6037,Los Angeles
2012,91744,Adults (18+),287,49.09997559,6037,Los Angeles
2012,91744,All Ages,512,60.79998779,6037,Los Angeles
2012,91744,Children (0-17),225,94.59997559,6037,Los Angeles
2012,91745,Adults (18+),115,26.8999939,6037,Los Angeles
2012,91745,All Ages,199,39.8999939,6037,Los Angeles
2012,91745,Children (0-17),84,77.39996338,6037,Los Angeles
2012,91746,Adults (18+),60,26.79998779,6037,Los Angeles
2012,91746,All Ages,122,38.59997559,6037,Los Angeles
2012,91746,Children (0-17),62,72.79998779,6037,Los Angeles
2012,91748,Adults (18+),74,20.3999939,6037,Los Angeles
2012,91748,All Ages,120,28.8999939,6037,Los Angeles
2012,91748,Children (0-17),46,53.3999939,6037,Los Angeles
2012,91750,Adults (18+),61,24.5,6037,Los Angeles
2012,91750,All Ages,90,29.09999085,6037,Los Angeles
2012,91750,Children (0-17),29,42.59997559,6037,Los Angeles
2012,91752,Adults (18+),83,37.8999939,6065,Riverside
2012,91752,All Ages,130,41.5,6065,Riverside
2012,91752,Children (0-17),47,52,6065,Riverside
2012,91754,Adults (18+),66,23.29998779,6037,Los Angeles
2012,91754,All Ages,97,30.69999695,6037,Los Angeles
2012,91754,Children (0-17),31,51.79998779,6037,Los Angeles
2012,91755,Adults (18+),37,14.3999939,6037,Los Angeles
2012,91755,All Ages,57,21.69999695,6037,Los Angeles
2012,91755,Children (0-17),20,42.59997559,6037,Los Angeles
2012,91761,Adults (18+),129,32.8999939,6071,San Bernardino
2012,91761,All Ages,252,43.69998169,6071,San Bernardino
2012,91761,Children (0-17),123,74.89996338,6071,San Bernardino
2012,91762,Adults (18+),172,46,6071,San Bernardino
2012,91762,All Ages,336,60.5,6071,San Bernardino
2012,91762,Children (0-17),164,102.2999878,6071,San Bernardino
2012,91763,Adults (18+),150,57.8999939,6071,San Bernardino
2012,91763,All Ages,266,70.29998779,6071,San Bernardino
2012,91763,Children (0-17),116,106.0999756,6071,San Bernardino
2012,91764,Adults (18+),252,69.09997559,6071,San Bernardino
2012,91764,All Ages,426,77.79998779,6071,San Bernardino
2012,91764,Children (0-17),174,102.6999512,6071,San Bernardino
2012,91765,Adults (18+),56,15.5,6037,Los Angeles
2012,91765,All Ages,85,19.3999939,6037,Los Angeles
